Author,Date,Reactions
kingofdunces,2023-08-26T17:56:59.8750000+00:00,0
robyntact,2023-08-26T17:57:59.9700000+00:00,0
robyntact,2023-08-26T17:58:05.7670000+00:00,0
robyntact,2023-08-26T17:58:25.8970000+00:00,0
kingofdunces,2023-08-26T17:58:28.3780000+00:00,0
aerolfos,2023-08-26T17:58:32.3230000+00:00,0
robyntact,2023-08-26T17:58:46.2060000+00:00,0
aerolfos,2023-08-26T17:58:47.2180000+00:00,2
kiwimeowahura,2023-08-26T17:58:53.6940000+00:00,0
robyntact,2023-08-26T17:58:54.0260000+00:00,0
aerolfos,2023-08-26T17:58:55.6650000+00:00,0
kiwimeowahura,2023-08-26T17:59:02.5280000+00:00,0
robyntact,2023-08-26T17:59:14.6930000+00:00,0
robyntact,2023-08-26T17:59:18.6150000+00:00,0
kiwimeowahura,2023-08-26T17:59:18.8270000+00:00,0
aerolfos,2023-08-26T17:59:54.2030000+00:00,1
kingofdunces,2023-08-26T17:59:59.8870000+00:00,0
robyntact,2023-08-26T18:00:20.7980000+00:00,0
robyntact,2023-08-26T18:00:26.6760000+00:00,0
waynebrady_,2023-08-26T18:01:07.0230000+00:00,1
aerolfos,2023-08-26T18:01:11.1390000+00:00,1
kiwimeowahura,2023-08-26T18:01:28.9160000+00:00,0
kingofdunces,2023-08-26T18:01:45.9140000+00:00,0
gintobi,2023-08-26T18:01:46.0510000+00:00,0
kiwimeowahura,2023-08-26T18:01:52.4780000+00:00,0
kingofdunces,2023-08-26T18:02:25.5070000+00:00,0
hydus,2023-08-26T18:02:38.2850000+00:00,0
hydus,2023-08-26T18:03:04.5500000+00:00,0
kiwimeowahura,2023-08-26T18:03:25.1040000+00:00,0
hydus,2023-08-26T18:03:30.0250000+00:00,0
kiwimeowahura,2023-08-26T18:03:56.4210000+00:00,0
hydus,2023-08-26T18:04:06.8140000+00:00,0
hydus,2023-08-26T18:04:15.2940000+00:00,0
hydus,2023-08-26T18:04:27.2420000+00:00,0
kiwimeowahura,2023-08-26T18:04:40.8870000+00:00,0
robyntact,2023-08-26T18:04:50.0560000+00:00,0
robyntact,2023-08-26T18:04:51.3340000+00:00,0
hydus,2023-08-26T18:05:00.7480000+00:00,0
robyntact,2023-08-26T18:05:03.5140000+00:00,0
robyntact,2023-08-26T18:05:07.5390000+00:00,0
robyntact,2023-08-26T18:05:15.0190000+00:00,0
kiwimeowahura,2023-08-26T18:05:28.6130000+00:00,0
hydus,2023-08-26T18:05:38.1150000+00:00,1
hydus,2023-08-26T18:06:03.1270000+00:00,0
robyntact,2023-08-26T18:06:03.7050000+00:00,0
robyntact,2023-08-26T18:06:10.6170000+00:00,0
hydus,2023-08-26T18:06:13.2690000+00:00,0
robyntact,2023-08-26T18:06:15.4400000+00:00,0
hydus,2023-08-26T18:06:27.7980000+00:00,0
robyntact,2023-08-26T18:06:35.2850000+00:00,0
hydus,2023-08-26T18:06:56.9980000+00:00,1
robyntact,2023-08-26T18:07:19.4760000+00:00,0
hydus,2023-08-26T18:07:32.4990000+00:00,0
hydus,2023-08-26T18:07:39.1070000+00:00,0
robyntact,2023-08-26T18:07:42.2210000+00:00,0
hydus,2023-08-26T18:07:52.8250000+00:00,0
robyntact,2023-08-26T18:07:54.6010000+00:00,0
hydus,2023-08-26T18:08:05.9980000+00:00,0
robyntact,2023-08-26T18:08:09.3030000+00:00,0
kiwimeowahura,2023-08-26T18:08:33.7940000+00:00,0
hydus,2023-08-26T18:08:39.9320000+00:00,1
hydus,2023-08-26T18:09:07.6850000+00:00,0
hydus,2023-08-26T18:09:21.3890000+00:00,0
robyntact,2023-08-26T18:09:25.4470000+00:00,0
hydus,2023-08-26T18:09:44.1610000+00:00,0
kiwimeowahura,2023-08-26T18:10:05.5980000+00:00,0
